City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Grand Rapids;Michigan;32.1;95669;99430;195099;8972;19176;2.56;MI;Hispanic or Latino;31282
San Leandro;California;41.8;43032;47679;90711;4111;34293;2.79;CA;Black or African-American;11100
Plano;Texas;38.1;138565;145054;283619;11719;74030;2.65;TX;Black or African-American;25217
Lynchburg;Virginia;28.7;38614;41198;79812;4322;4364;2.48;VA;White;53727
The Woodlands;Texas;38.8;56083;63061;119144;8351;21188;2.93;TX;Hispanic or Latino;19574
Frederick;Maryland;36.1;33146;36336;69482;3870;14211;2.48;MD;White;49181
Vacaville;California;35.8;50091;46703;96794;9064;10577;2.9;CA;Black or African-American;18023
Chino;California;36.5;50989;34610;85599;4186;18666;3.62;CA;American Indian and Alaska Native;4790
Anaheim;California;33.6;179603;171135;350738;9796;137133;3.45;CA;Hispanic or Latino;201593
Laredo;Texas;28.8;124305;131484;255789;4921;68427;3.66;TX;White;246442
Flint;Michigan;35.3;48984;49313;98297;3757;2138;2.38;MI;Hispanic or Latino;2525
El Cajon;California;32.7;54450;49238;103688;7103;31865;3.14;CA;Black or African-American;7534
Lorain;Ohio;35.6;30844;32807;63651;4905;1531;2.52;OH;American Indian and Alaska Native;904
Johns Creek;Georgia;39.0;40282;43057;83339;1983;29000;3.19;GA;Asian;24289
Cicero;Illinois;28.5;43153;40714;83867;629;33801;3.89;IL;Asian;1193
Rio Rancho;New Mexico;38.3;47251;46904;94155;8527;5200;2.86;NM;White;73022
Atlanta;Georgia;33.8;223960;239915;463875;18572;32016;2.15;GA;Asian;24268
Waterbury;Connecticut;36.2;52235;56572;108807;3493;19967;2.71;CT;Black or African-American;26972
Concord;California;39.6;62310;66358;128668;6287;37428;2.719999999999999;CA;White;92575
Marysville;Washington;33.2;33436;33337;66773;5714;7721;2.79;WA;American Indian and Alaska Native;3260
South San Francisco;California;39.4;34177;33094;67271;1839;27528;3.33;CA;Black or African-American;2327
Portsmouth;Virginia;33.6;45900;50301;96201;10261;1815;2.54;VA;Black or African-American;52972
Norwalk;California;35.0;53125;54020;107145;3027;39396;3.88;CA;Black or African-American;5195
Alhambra;California;41.0;42184;43388;85572;1673;44441;2.89;CA;American Indian and Alaska Native;687
Carson;California;40.4;43790;49506;93296;4273;33860;3.7;CA;White;28801
Everett;Washington;37.0;56212;51800;108012;7880;19499;2.36;WA;White;88395
Citrus Heights;California;37.8;41982;45071;87053;6171;9466;2.49;CA;American Indian and Alaska Native;1514
Decatur;Illinois;40.4;34646;38210;72856;5291;1224;2.23;IL;Black or African-American;17939
North Little Rock;Arkansas;33.6;31671;34835;66506;4130;2787;2.62;AR;Black or African-American;30766
Atascocita;Texas;32.8;37424;40816;78240;4416;8657;3.03;TX;American Indian and Alaska Native;1024
Erie;Pennsylvania;35.3;48618;50852;99470;7093;6275;2.31;PA;Hispanic or Latino;7859
Fresno;California;30.0;256130;263942;520072;18410;103453;3.12;CA;Black or African-American;46072
Jacksonville;Florida;35.7;419203;448828;868031;75432;85650;2.62;FL;Hispanic or Latino;80064
High Point;North Carolina;35.5;51751;58077;109828;5204;16315;2.65;NC;White;58004
Pearland;Texas;33.9;52336;59329;111665;5621;16882;3.0;TX;Hispanic or Latino;26460
Brownsville;Texas;30.6;87689;96199;183888;4211;53301;3.48;TX;Asian;1589
Denton;Texas;28.7;62478;68569;131047;6352;18451;2.66;TX;Hispanic or Latino;29350
Waterloo;Iowa;37.2;34488;33969;68457;4800;5082;2.42;IA;Asian;1636
San Bernardino;California;28.5;108671;107466;216137;7741;55135;3.55;CA;Hispanic or Latino;136214
Mesquite;Texas;34.6;69240;75884;145124;6438;26755;2.96;TX;Asian;4496
Sioux Falls;South Dakota;34.6;86596;84934;171530;8658;12934;2.38;SD;Black or African-American;10904
Charleston;South Carolina;35.0;63956;71568;135524;9368;5767;2.4;SC;White;104016
Redwood City;California;37.1;42676;42624;85300;2430;27652;2.64;CA;Black or African-American;2758
Paradise;Nevada;37.2;122784;114162;236946;14112;66712;2.65;NV;Black or African-American;25091
Upland;California;39.7;36226;40221;76447;2898;16552;2.77;CA;Black or African-American;5717
Paterson;New Jersey;34.0;70640;77117;147757;1694;49810;3.37;NJ;American Indian and Alaska Native;1083
Pasco;Washington;28.6;35298;32799;68097;2052;16265;3.45;WA;Hispanic or Latino;38883
Lubbock;Texas;29.2;122320;126731;249051;10588;14226;2.61;TX;Black or African-American;23594
Oakland;California;35.7;203827;215451;419278;12159;113896;2.56;CA;Black or African-American;118228
Schenectady;New York;36.7;32398;32901;65299;3388;10961;2.8200000000000003;NY;American Indian and Alaska Native;1059
Worcester;Massachusetts;34.9;90951;93855;184806;9408;36907;2.43;MA;American Indian and Alaska Native;1917
Cedar Park;Texas;34.4;31248;33589;64837;3090;5207;3.05;TX;Asian;5654
Pembroke Pines;Florida;40.3;77050;89574;166624;6849;62210;2.94;FL;Asian;12910
West Covina;California;39.8;51629;56860;108489;3800;37038;3.56;CA;White;48046
Edmond;Oklahoma;32.5;45191;44899;90090;5006;5585;2.68;OK;Hispanic or Latino;6187
Columbia;Maryland;37.9;52202;51265;103467;6526;23249;2.68;MD;White;58343
Raleigh;North Carolina;32.8;219184;232765;451949;16747;65125;2.42;NC;Hispanic or Latino;51786
Compton;California;30.1;49264;49184;98448;897;30660;4.08;CA;American Indian and Alaska Native;298
Evanston;Illinois;36.8;34146;41377;75523;2058;15003;2.29;IL;Asian;8800
Amarillo;Texas;33.8;99391;100260;199651;11008;21124;2.64;TX;Hispanic or Latino;65392
Chesapeake;Virginia;36.7;114964;120465;235429;29772;13966;2.73;VA;White;150414
Glendale;Arizona;34.4;116795;123319;240114;13241;44133;2.89;AZ;Asian;15245
Corona;California;37.1;79749;84493;164242;7709;42131;2.969999999999999;CA;Asian;21044
Broken Arrow;Oklahoma;36.8;52136;55459;107595;6797;6845;2.77;OK;White;94366
Fort Lauderdale;Florida;42.8;93948;84639;178587;8897;47582;2.38;FL;White;109751
Fayetteville;North Carolina;30.7;101051;100914;201965;28089;12863;2.5;NC;White;102075
Hartford;Connecticut;31.0;58042;65972;124014;3130;28467;2.59;CT;Black or African-American;49939
Athens-Clarke County unified government;Georgia;26.5;57415;65148;122563;3953;12868;2.44;GA;White;79931
Warwick;Rhode Island;42.6;39289;42409;81698;5799;5318;2.4;RI;Black or African-American;1212
Charlotte;North Carolina;34.3;396646;430475;827121;36046;128897;2.52;NC;White;446795
Jersey City;New Jersey;34.3;131765;132512;264277;4374;109186;2.5700000000000003;NJ;American Indian and Alaska Native;3356
Westminster;Colorado;37.8;54866;58251;113117;6512;11361;2.63;CO;Black or African-American;3228
Long Beach;California;34.6;238159;236013;474172;17463;127764;2.7800000000000002;CA;Black or African-American;64948
Coral Springs;Florida;37.2;63316;66186;129502;4724;38552;3.17;FL;Black or African-American;27225
Lansing;Michigan;31.4;54333;59777;114110;5327;8371;2.39;MI;American Indian and Alaska Native;5254
Spokane Valley;Washington;36.0;49933;44975;94908;7984;4199;2.39;WA;American Indian and Alaska Native;2473
Mayagüez;Puerto Rico;38.1;30799;35782;66581;;;;PR;Asian;235
San Diego;California;34.5;693826;701081;1394907;92489;373842;2.73;CA;Black or African-American;111650
Kalamazoo;Michigan;26.4;37175;38865;76040;3048;3482;2.36;MI;American Indian and Alaska Native;954
O'Fallon;Missouri;36.0;41762;43270;85032;5783;3269;2.77;MO;Asian;3447
Chandler;Arizona;35.6;128885;131948;260833;15870;38721;2.7800000000000002;AZ;Black or African-American;16163
Pine Hills;Florida;29.2;35344;40737;76081;2594;20735;3.3;FL;Asian;2209
Tulsa;Oklahoma;35.0;197437;205654;403091;24672;43751;2.37;OK;American Indian and Alaska Native;42129
Hawthorne;California;33.7;43682;44762;88444;2123;32107;2.969999999999999;CA;Asian;7601
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;Black or African-American;45914
Tampa;Florida;35.3;175517;193511;369028;20636;58795;2.47;FL;Asian;15814
New Haven;Connecticut;29.9;63765;66545;130310;2567;25871;2.48;CT;Hispanic or Latino;43563
Chesapeake;Virginia;36.7;114964;120465;235429;29772;13966;2.73;VA;American Indian and Alaska Native;2087
Arlington;Virginia;34.4;113981;115183;229164;12719;55205;2.19;VA;Hispanic or Latino;35911
Sunrise Manor;Nevada;32.5;93505;99103;192608;10663;56530;3.25;NV;Black or African-American;29483
Longmont;Colorado;36.8;43941;48280;92221;4925;10424;2.63;CO;American Indian and Alaska Native;1682
Macon;Georgia;36.0;71833;81626;153459;10735;4846;2.46;GA;Hispanic or Latino;4897
Arden-Arcade;California;41.5;47596;48680;96276;6511;13458;2.18;CA;Asian;7355
Redlands;California;36.2;33993;37035;71028;3445;8681;2.8200000000000003;CA;American Indian and Alaska Native;811
Anchorage;Alaska;32.2;152945;145750;298695;27492;33258;2.77;AK;Asian;36825
Missoula;Montana;34.7;35002;36022;71024;4733;2771;2.15;MT;Asian;2292
Mobile;Alabama;38.0;91275;103030;194305;11939;7234;2.4;AL;American Indian and Alaska Native;2816
Elizabeth;New Jersey;34.2;65896;63116;129012;1131;63413;3.18;NJ;Asian;3369
Newton;Massachusetts;42.3;41985;46824;88809;1814;21692;2.71;MA;American Indian and Alaska Native;244
Baton Rouge;Louisiana;31.2;111492;117104;228596;10633;12268;2.52;LA;Hispanic or Latino;7428
Cincinnati;Ohio;32.7;143654;154883;298537;13699;16896;2.08;OH;Asian;7633
Longview;Texas;36.8;40065;41525;81590;5512;8782;2.55;TX;Hispanic or Latino;17614
Santa Rosa;California;37.9;86840;88149;174989;9101;33015;2.7;CA;Asian;13496
Fairfield;California;34.7;55550;57422;112972;8607;24503;3.14;CA;White;64106
Centennial;Colorado;42.4;53222;56504;109726;7226;9501;2.66;CO;Asian;7041
Fremont;California;38.3;114383;117808;232191;4629;109427;3.12;CA;American Indian and Alaska Native;1606
New Braunfels;Texas;37.0;33071;36852;69923;5204;5405;2.85;TX;White;63789
Elk Grove;California;36.1;80057;86833;166890;7762;38693;3.34;CA;White;86909
Norfolk;Virginia;30.2;128917;117476;246393;29445;16702;2.51;VA;Hispanic or Latino;18760
Pompano Beach;Florida;42.5;56569;51202;107771;5145;32733;2.55;FL;Hispanic or Latino;23225
Redondo Beach;California;43.0;34855;33330;68185;3014;13536;2.34;CA;White;53811
Jackson;Mississippi;31.7;79039;91772;170811;8146;1789;2.65;MS;American Indian and Alaska Native;323
Saint Petersburg;Florida;41.8;123524;133564;257088;20247;28567;2.42;FL;Hispanic or Latino;20483
Casas Adobes;Arizona;44.8;30890;34375;65265;6601;7024;2.24;AZ;Hispanic or Latino;13609
Gilbert;Arizona;33.2;116711;130812;247523;10817;24531;3.2;AZ;Asian;19740
Fargo;North Dakota;30.7;60560;58690;119250;6154;9428;2.18;ND;Black or African-American;6477
Kansas City;Missouri;35.9;228430;246931;475361;24710;37787;2.35;MO;Asian;17061
Berkeley;California;32.5;60142;60829;120971;3736;25000;2.35;CA;Hispanic or Latino;15429
Santa Clara;California;35.2;63278;62938;126216;4426;52281;2.75;CA;American Indian and Alaska Native;1354
Kansas City;Kansas;33.4;74606;76655;151261;8139;25507;2.71;KS;Hispanic or Latino;44342
Maple Grove;Minnesota;38.6;31780;36601;68381;2943;7645;2.64;MN;Asian;6088
Lynchburg;Virginia;28.7;38614;41198;79812;4322;4364;2.48;VA;American Indian and Alaska Native;1024
Laredo;Texas;28.8;124305;131484;255789;4921;68427;3.66;TX;American Indian and Alaska Native;1253
Camden;New Jersey;27.9;36437;39694;76131;1425;11317;3.0;NJ;White;19907
Bloomington;Illinois;35.1;37972;40323;78295;3888;7287;2.34;IL;Asian;6549
High Point;North Carolina;35.5;51751;58077;109828;5204;16315;2.65;NC;Black or African-American;39369
Green Bay;Wisconsin;32.9;52517;52704;105221;5519;9813;2.37;WI;Black or African-American;7561
Pompano Beach;Florida;42.5;56569;51202;107771;5145;32733;2.55;FL;Black or African-American;38653
Dearborn;Michigan;33.5;46482;48698;95180;3163;23920;3.04;MI;White;88742
Syracuse;New York;30.3;69462;74690;144152;5845;17733;2.39;NY;Asian;9386
San Buenaventura;California;37.7;53932;55785;109717;5980;18025;2.68;CA;Hispanic or Latino;38463
Las Vegas;Nevada;37.5;310568;313201;623769;42397;127609;2.79;NV;American Indian and Alaska Native;8456
Victoria;Texas;35.8;32290;35291;67581;5000;4480;2.7;TX;White;58798
Carolina;Puerto Rico;42.0;64758;77308;142066;;;;PR;American Indian and Alaska Native;12143
Avondale;Arizona;29.1;38712;41971;80683;4815;8355;3.18;AZ;Hispanic or Latino;34716
German;Maryland;34.9;41115;43007;84122;2443;27877;2.95;MD;Hispanic or Latino;18202
San Bernardino;California;28.5;108671;107466;216137;7741;55135;3.55;CA;Asian;12981
Broomfield;Colorado;36.8;31755;33310;65065;3966;5316;2.5300000000000002;CO;White;58341
Orlando;Florida;33.1;130940;139977;270917;12782;50558;2.42;FL;Hispanic or Latino;89306
Deerfield Beach;Florida;41.4;37155;42614;79769;3882;23642;2.46;FL;Black or African-American;25344
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;Asian;8092
Lewisville;Texas;31.6;52776;52032;104808;4211;24865;2.7800000000000002;TX;American Indian and Alaska Native;1371
Savannah;Georgia;30.3;69389;76295;145684;9717;10355;2.5700000000000003;GA;Hispanic or Latino;9734
Roseville;California;38.4;62591;67691;130282;8386;18161;2.719999999999999;CA;Asian;18171
Champaign;Illinois;28.7;43326;42760;86086;3734;12261;2.25;IL;Black or African-American;16163
Pittsburg;California;34.5;33309;36118;69427;2109;21043;3.15;CA;Asian;13981
Jonesboro;Arkansas;32.6;35666;38240;73906;3682;3222;2.44;AR;White;56626
Palatine;Illinois;38.0;36506;32763;69269;2629;21760;2.69;IL;Asian;8145
Pembroke Pines;Florida;40.3;77050;89574;166624;6849;62210;2.94;FL;Black or African-American;34507
Las Cruces;New Mexico;32.7;47835;53809;101644;9421;11888;2.58;NM;Black or African-American;3825
Long Beach;California;34.6;238159;236013;474172;17463;127764;2.7800000000000002;CA;American Indian and Alaska Native;12841
Philadelphia;Pennsylvania;34.1;741270;826172;1567442;61995;205339;2.61;PA;American Indian and Alaska Native;17500
Tyler;Texas;33.9;50422;53283;103705;4813;8225;2.59;TX;American Indian and Alaska Native;1057
Hayward;California;34.3;78152;80148;158300;4385;60970;3.32;CA;Hispanic or Latino;64880
Missoula;Montana;34.7;35002;36022;71024;4733;2771;2.15;MT;Hispanic or Latino;2474
Port Saint Lucie;Florida;42.1;84069;95341;179410;12416;34003;2.91;FL;White;135049
Gary;Indiana;38.1;35876;41478;77354;3952;1884;2.35;IN;White;13498
San Buenaventura;California;37.7;53932;55785;109717;5980;18025;2.68;CA;Asian;6547
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;Hispanic or Latino;24766
San Marcos;California;35.4;45246;47688;92934;5189;21558;3.13;CA;American Indian and Alaska Native;821
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;American Indian and Alaska Native;15314
Santa Monica;California;40.6;46732;46487;93219;2008;24448;2.0;CA;Hispanic or Latino;14973
Homestead;Florida;31.4;31401;35099;66500;2287;24408;3.48;FL;Hispanic or Latino;41910
Kissimmee;Florida;36.7;33283;35869;69152;2449;16879;3.01;FL;Asian;2634
Beaverton;Oregon;35.6;47325;49252;96577;4645;18933;2.46;OR;American Indian and Alaska Native;905
Cedar Rapids;Iowa;36.2;63109;67296;130405;7823;5404;2.32;IA;Black or African-American;11921
Missoula;Montana;34.7;35002;36022;71024;4733;2771;2.15;MT;White;66504
East Orange;New Jersey;35.5;29995;34967;64962;1870;15164;2.85;NJ;Hispanic or Latino;6368
North Richland Hills;Texas;39.9;35257;33948;69205;5175;7854;2.64;TX;Hispanic or Latino;10195
Parma;Ohio;40.8;38425;41518;79943;5028;6909;2.42;OH;Black or African-American;2928
Evanston;Illinois;36.8;34146;41377;75523;2058;15003;2.29;IL;Hispanic or Latino;9075
Johns Creek;Georgia;39.0;40282;43057;83339;1983;29000;3.19;GA;Hispanic or Latino;5924
Huntsville;Alabama;38.1;91764;97350;189114;16637;12691;2.18;AL;Asian;6566
Hammond;Indiana;36.0;38923;38687;77610;4144;9224;2.61;IN;Black or African-American;20442
Union City;New Jersey;35.4;35376;33773;69149;705;40553;2.85;NJ;White;50031
Walnut Creek;California;47.6;31994;36912;68906;4977;13624;2.22;CA;Hispanic or Latino;5212
Menifee;California;37.1;42866;44297;87163;6821;12481;3.06;CA;Black or African-American;7773
Corona;California;37.1;79749;84493;164242;7709;42131;2.969999999999999;CA;Hispanic or Latino;68592
Anchorage;Alaska;32.2;152945;145750;298695;27492;33258;2.77;AK;White;212696
Grand Prairie;Texas;33.1;90811;96944;187755;7073;44888;3.18;TX;Hispanic or Latino;85543
Deltona;Florida;39.9;44853;43621;88474;5664;7098;2.89;FL;Asian;1292
O'Fallon;Missouri;36.0;41762;43270;85032;5783;3269;2.77;MO;American Indian and Alaska Native;685
Union City;New Jersey;35.4;35376;33773;69149;705;40553;2.85;NJ;American Indian and Alaska Native;545
Mount Vernon;New York;38.5;31876;36745;68621;2064;23777;2.85;NY;White;13106
Orem;Utah;26.1;48695;45762;94457;2828;12808;3.26;UT;Asian;3862
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;Hispanic or Latino;38004
Beaumont;Texas;31.6;57326;60784;118110;7584;10516;2.47;TX;Hispanic or Latino;18815
Tustin;California;33.4;39511;41052;80563;2434;25034;3.27;CA;Hispanic or Latino;33998
Lauderhill;Florida;35.7;32813;38761;71574;1965;25471;3.02;FL;White;10788
Pasadena;Texas;31.5;78827;74959;153786;5735;38072;2.95;TX;Black or African-American;6204
Federal Way;Washington;36.4;49151;46037;95188;7135;18565;2.68;WA;Hispanic or Latino;14049
Fayetteville;Arkansas;27.1;41959;40873;82832;4744;6313;2.2800000000000002;AR;Black or African-American;6927
Silver Spring;Maryland;33.8;40601;41862;82463;1562;30908;2.6;MD;Black or African-American;21330
Jersey City;New Jersey;34.3;131765;132512;264277;4374;109186;2.5700000000000003;NJ;Black or African-American;65051
Perris;California;26.9;41623;33336;74959;1321;23277;4.78;CA;White;23882
Flower Mound;Texas;40.2;35200;35824;71024;4217;6860;3.01;TX;American Indian and Alaska Native;1095
Oxnard;California;31.0;101906;105346;207252;6367;78678;4.08;CA;Black or African-American;7183
Salem;Oregon;35.4;80839;83704;164543;9685;19668;2.69;OR;Hispanic or Latino;39414
Laguna Niguel;California;45.8;30193;35619;65812;2648;12571;2.58;CA;Hispanic or Latino;9203
Hampton;Virginia;35.5;66214;70240;136454;19638;6204;2.48;VA;White;61753
Erie;Pennsylvania;35.3;48618;50852;99470;7093;6275;2.31;PA;Asian;3306
Atascocita;Texas;32.8;37424;40816;78240;4416;8657;3.03;TX;Hispanic or Latino;20441
Renton;Washington;36.3;52779;47468;100247;5032;28962;2.5700000000000003;WA;American Indian and Alaska Native;2338
Irving;Texas;32.3;117189;119428;236617;6207;86756;2.7800000000000002;TX;Asian;49421
Chesapeake;Virginia;36.7;114964;120465;235429;29772;13966;2.73;VA;Hispanic or Latino;12959
McAllen;Texas;32.3;68332;71921;140253;4356;37691;3.19;TX;White;107763
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;White;86655
Baton Rouge;Louisiana;31.2;111492;117104;228596;10633;12268;2.52;LA;Asian;7442
Stockton;California;32.5;150976;154674;305650;12822;79583;3.16;CA;Black or African-American;41161
